,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1861,usf1848_LCC_L1_MS_M.jpg,1.01057e-17,-5.1781599999999994e-20,5.591850000000001e-18,1.36829e-13,0,0,0,1.04268e-12,2.82454e-15,1.70884e-16,3.55089e-16,2.69597e-11,7.19374e-09,5.09976e-12,5.30491e-09,1
827,usf1145_LMLO_L1_CL_M.jpg,-1.86303e-17,5.653849999999999e-20,-4.98649e-17,1.23897e-13,0,0,0,0.0,4.97127e-15,1.55653e-16,4.04854e-15,4.02432e-11,3.52784e-08,4.01513e-12,6.26653e-07,1
3061,4151208.jpg,-1.41756e-13,-4.44809e-16,-1.62858e-13,5.47289e-11,0,0,0,0.0,6.95955e-12,7.13193e-14,1.19556e-11,1.43022e-08,7.67194e-06,1.68798e-10,1.75854e-06,1
2926,mdb110_35.png,-3.11542e-11,1.03483e-13,4.75544e-13,2.2547e-09,0,0,0,0.0,4.65371e-09,6.33292e-12,1.50054e-11,8.51548e-07,0.000191572,7.29322e-09,1.54578e-07,1
228,usf0156_RMLO_L1_MS_M.jpg,2.04846e-17,-1.95522e-19,8.978480000000001e-18,1.74483e-13,0,0,0,0.0,2.05601e-15,3.39745e-16,1.46222e-15,4.89455e-11,1.87838e-08,8.29855e-12,7.33359e-11,1
1540,usf1671_RMLO_L1_CL_M.jpg,-2.00809e-18,-1.86726e-19,3.40179e-17,8.90245e-14,0,0,0,0.0,4.44285e-15,1.63374e-16,2.47692e-15,2.45146e-11,2.91221e-09,9.93549e-13,3.82934e-07,1
2977,mdb218_87.png,2.9628e-09,4.77397e-10,-8.28575e-09,2.16394e-06,0,0,0,1.83271e-05,6.59132e-08,2.17046e-08,1.26523e-07,0.000767549,2.42485e-06,2.36467e-07,2.85165e-05,1
3172,5114304.jpg,-1.1827e-13,-9.07835e-17,-1.28152e-13,4.50312e-11,0,0,0,0.0,8.10233e-12,6.27037e-14,9.14439e-12,1.19529e-08,5.33342e-06,1.04277e-10,4.56511e-07,1
406,usf0274_LMLO_L1_MS_B.jpg,3.69734e-17,4.27314e-19,-6.99626e-17,1.4158e-13,0,0,0,0.0,3.02622e-15,3.08626e-16,6.0653e-15,4.21749e-11,5.61824e-08,1.18206e-11,6.61898e-10,1
381,usf0253_RMLO_L1_CL_B.jpg,-6.51867e-17,7.883449999999999e-20,2.70833e-17,1.61086e-13,0,0,0,0.0,6.16176e-15,2.31753e-16,1.95575e-15,5.25233e-11,1.91445e-07,1.77235e-12,1.34773e-10,1
